PlaceReference,Status,Name,Address,LGA
600905,Entered,"Queensland National Bank (former)","295-303 Flinders Street, Townsville","Townsville City Council"
602773,Entered,"Queensland National Bank (former)","cnr Channon Street and Nash Streets, Gympie","Gympie Regional Council"
650251,Entered,"Queensland National Bank (former)","72 Mosman Street, Charters Towers","Charters Towers Regional Council"
600559,Entered,"Queensland National Bank - Bank of Queensland","89 Brisbane Street, Ipswich","Ipswich City Council"
600672,Entered,"Queensland National Bank and bank residence (former)","79 Victoria Street, Mackay","Mackay Regional Council"
600748,Entered,"Queensland National Hotel (former)","28 Morgan Street, Mount Morgan","Rockhampton Regional Council"
600325,Entered,"Queensland Primary Producers No 4 Woolstore (Commercial House)","16 Skyring Terrace, Teneriffe","Brisbane City Council"
602572,Entered,"Queensland Woollen Manufacturing Company Ltd (former)","42 and 42B The Terrace, North Ipswich","Ipswich City Council"
602168,Entered,"Quetta Memorial Precinct","Douglas Street, Thursday Island","Torres Shire Council"
600807,Entered,"R Rees and Sydney Jones","186 Quay Street, Rockhampton","Rockhampton Regional Council"
602260,Entered,"RAAF Operations Building Site (former)","Green Street, West End","Townsville City Council"
601716,Entered,"Radar Station, Charlie's Hill","Off Charlie's Hill Road, Inkerman","Burdekin Shire Council"
600389,Entered,"Raglan Homestead","Raglan Station Road, Raglan","Gladstone Regional Council"
600518,Entered,"Rail Bridge (Humphery)","Mungar to Monto line, Gayndah","North Burnett Regional Council"
600604,Entered,"Railway Historical Centre","North Street, North Ipswich","Ipswich City Council"
600443,Entered,"Railway Hotel, Ravenswood","Barton Street, Ravenswood","Charters Towers Regional Council"
602540,Entered,"Railway Hotel","1 Station Road, Gympie","Gympie Regional Council"
602464,Entered,"Railway Signal Cabin and Turntable","Ellenborough Street, Ipswich","Ipswich City Council"
600783,Entered,"Railway Workshops","380 Bolsover Street, Depot Hill","Rockhampton Regional Council"
600432,Entered,"Raine Island Beacon","Eastern end of Raine Island, Raine Island","Cook Shire Council"
650234,Entered,"Rainworth State School","185 Boundary Road, Bardon","Brisbane City Council"
600282,Entered,Rainworth,"7 Barton Street, Bardon","Brisbane City Council"
600182,Entered,Ralahyne,"40 Enderley Road, Clayfield","Brisbane City Council"
602448,Entered,"RAN Station 9, Pinkenba (Myrtletown)","Myrtletown Reserve 51 Sandmere Road, Pinkenba","Brisbane City Council"
645603,Entered,"Range Hotel, Burial Ground and Camping Reserve","Page Road (old Hervey Range Road), Hervey Range","Townsville City Council"
600658,Entered,"Raspberry Creek Homestead","Raspberry Creek Homestead, Byfield","Livingstone Shire Council"
600445,Entered,"Ravenswood Ambulance Station","Deighton Street, Ravenswood","Charters Towers Regional Council"
601829,Entered,"Ravenswood Community Church","Chapel Street, Ravenswood","Charters Towers Regional Council"
601204,Entered,"Ravenswood Court House Group (former)","Raven Street, Ravenswood","Charters Towers Regional Council"
650038,Entered,"Ravenswood Mining Landscape and Chinese Settlement Area","Reserve bounded by School Street, Cemetery Road, Railway Street and Burdekin Falls Dam Road, Ravenswood","Charters Towers Regional Council"
600447,Entered,"Ravenswood Post Office and Residence","Macrossan Street, Ravenswood","Charters Towers Regional Council"
600453,Entered,"Ravenswood School of Arts","Macrossan Street, Ravenswood","Charters Towers Regional Council"
600455,Entered,"Ravenswood State School, Residence and Former Pool","School Street, Ravenswood","Charters Towers Regional Council"
602479,Entered,"Raymond Park (East) Air Raid Shelter","184 Wellington Road, Kangaroo Point","Brisbane City Council"
602478,Entered,"Raymond Park (West) Air Raid Shelter","94 Baines Street, Kangaroo Point","Brisbane City Council"
600051,Entered,"Raymont Lodge","47 Cadell Street, Auchenflower","Brisbane City Council"
650262,Entered,"Reconciliation Rocks","Cnr of Sherrin Esplanade and Adelaide Street, Cooktown","Cook Shire Council"
602548,Entered,"Redcliffe Fire Station","395 Oxley Avenue, Redcliffe","Moreton Bay Regional Council"
650066,Entered,"Redcliffe State High School","cnr Klingner Road & Oxley Avenue, Redcliffe","Moreton Bay Regional Council"
601567,Entered,"Redcliffe Town Council Chambers (former)","185 Redcliffe Parade, Redcliffe","Moreton Bay Regional Council"
601369,Entered,"Redland Bay State School","125-141 Gordon Road, Redland Bay","Redland City Council"
600331,Entered,"Regatta Hotel","543 Coronation Drive, Toowong","Brisbane City Council"
600140,Entered,"Regent Building","167 Queen Street, Brisbane City","Brisbane City Council"
601885,Entered,"Remains of the Langshaw Marble Lime Works","12 Julius Street, New Farm","Brisbane City Council"
602703,Entered,"Remnants of former acclimatisation society gardens at Lawnton","Bray Road, Lawnton","Moreton Bay Regional Council"
602567,Entered,"Remnants of Ipswich Town Wharves","Bremer Street, North Ipswich","Ipswich City Council"
600951,Entered,"Residence (former)","50 Guy Street, Warwick","Southern Downs Regional Council"
600472,Entered,"Residence 16-20 Cedar Street","16-20 Cedar Street, Yungaburra","Tablelands Regional Council"
600570,Entered,"Residence, 1 Burnett Street (c1874)","1 Burnett Street, West Ipswich","Ipswich City Council"
600585,Entered,"Residence, 103 Limestone St (1879)","103 Limestone Street, Ipswich","Ipswich City Council"
601472,Entered,"Residence, 107 Kadumba Street (c1914) ","107 Kadumba Street, Yeronga","Brisbane City Council"
600582,Entered,"Residence, 109 Limestone Street (c1880)","109 Limestone Street, West Ipswich","Ipswich City Council"
601904,Entered,"Residence, 150 Kingsley Terrace (c1888)","150 Kingsley Terrace, Manly","Brisbane City Council"
601020,Entered,"Residence, Abbott Street","41 Abbott Street, New Farm","Brisbane City Council"
600476,Entered,Residence,"12 (x25) Cedar Street, Yungaburra","Tablelands Regional Council"
600487,Entered,Residence,"4 (x2) Oak Street, Yungaburra","Tablelands Regional Council"
650094,Entered,"Rewan Police Horse Breeding Station (former)","Rewan Road, Rewan","Central Highlands Regional Council"
600360,Entered,Rhyndarra,"23 Riverview Place, Yeronga","Brisbane City Council"
600299,Entered,"Richard Randall Art Studio","Mt Coot-tha Road, Toowong","Brisbane City Council"
601281,Entered,"Richmond Mill Ruins","Habana Road, Mackay","Mackay Regional Council"
601857,Entered,"Richmond Mine and Battery","Gulf Development Road, Croydon","Croydon Shire Council"
600172,Entered,"Ritas at Dods House Restaurant ","97 Wickham Terrace, Spring Hill","Brisbane City Council"
650095,Entered,"Roadvale State School","111 Roadvale Road, Roadvale","Scenic Rim Regional Council"
602367,Entered,"Rockhampton Administration Building (former)","233 Denison Street, Rockhampton","Rockhampton Regional Council"
601819,Entered,"Rockhampton Botanic Gardens","100 Spencer Street, Rockhampton","Rockhampton Regional Council"
600801,Entered,"Rockhampton Club","166 Quay Street, Rockhampton","Rockhampton Regional Council"
600795,Entered,"Rockhampton Court and Administrative Complex","42 East Street, Rockhampton","Rockhampton Regional Council"
600780,Entered,"Rockhampton Girls Grammar School","155 Agnes Street, Rockhampton","Rockhampton Regional Council"
600781,Entered,"Rockhampton Grammar School","Archer Street, Rockhampton","Rockhampton Regional Council"
601967,Entered,"Rockhampton Hospital - Therapies Block and Medical Superintendents Residence","Canning Street, Rockhampton","Rockhampton Regional Council"
600792,Entered,"Rockhampton Post Office (former)","80 East Street, Rockhampton","Rockhampton Regional Council"
600788,Entered,"Rockhampton School of Arts (former)","230 Bolsover Street, Rockhampton","Rockhampton Regional Council"
601572,Entered,"Rockhampton Town Hall","232 Bolsover Street, Rockhampton","Rockhampton Regional Council"
600818,Entered,"Rockhampton War Memorial","Penlington Street, Rockhampton","Rockhampton Regional Council"
600552,Entered,Rockton,"Rockton Street, Ipswich","Ipswich City Council"
601861,Entered,"Rocky Bluff Battery and Township","TO BE DETERMINED, Herberton","Mareeba Shire Council"
601815,Entered,"Rocky Creek World War Two Hospital Complex (former)","Kennedy Highway, Rocky Creek","Tablelands Regional Council"
600868,Entered,Rodway,"2 South Street, Toowoomba","Toowoomba Regional Council"
601285,Entered,"Roma Court House and Police Buildings","McDowall Street, Roma","Maranoa Regional Council"
601536,Entered,"Roma Government Complex","42 Bungil Street, Roma","Maranoa Regional Council"
601208,Entered,"Roma Street Railway Station","15 Countess Street, Brisbane City","Brisbane City Council"
601767,Entered,"Romavilla Winery","77 Northern Road, Roma","Maranoa Regional Council"
600917,Entered,"Rooney Building","241 - 245 Flinders Street, Townsville","Townsville City Council"
602380,Entered,"Rosalie Community Kindergarten and Preschool","57 Elizabeth Street, Paddington","Brisbane City Council"
600877,Entered,Rosebank,"21 Lawson Street, Mysterton","Townsville City Council"
602145,Entered,"Rosemount Hospital","189 Lutwyche Road, Windsor","Brisbane City Council"
600266,Entered,Roseville,"56 Chester Street, Teneriffe","Brisbane City Council"
601101,Entered,"Rosewood Police Complex","1 John Street, Rosewood","Ipswich City Council"
600731,Entered,"Rosewood Scrub Historical Society Building","73 Edmond Street, Marburg","Ipswich City Council"
602719,Entered,"Ross River Meatworks Chimney","Stuart Drive, Idalia","Townsville City Council"
600094,Entered,"Rothwells Building","237 Edward Street, Brisbane City","Brisbane City Council"
602349,Entered,"Row of Street Trees","Macrossan Street, Halifax","Hinchinbrook Shire Council"
600095,Entered,"Rowes Building","221 Adelaide Street, Brisbane City","Brisbane City Council"
600699,Entered,"Royal Bank (former)","297 Kent Street, Maryborough","Fraser Coast Regional Council"
600808,Entered,"Royal Bank Building (former)","194 Quay Street, Rockhampton","Rockhampton Regional Council"
602774,Entered,"Royal Bank of Queensland (former)","199 Mary Street, Gympie","Gympie Regional Council"
600838,Entered,"Royal Bull's Head Inn","Brisbane Street, Drayton, Toowoomba","Toowoomba Regional Council"
601248,Entered,"Royal George Hotel and Ruddle's Building","323-335 Brunswick Street, Fortitude Valley","Brisbane City Council"
600459,Entered,"Royal Hotel/Australian Inland Mission Hospital (former)","Adelaide Street, Birdsville","Diamantina Shire Council"
600700,Entered,"Royal Hotel","Kent Street, Maryborough","Fraser Coast Regional Council"
601390,Entered,"Royal Mail Hotel","9 Archernar Street, Hungerford","Bulloo Shire Council"
602517,Entered,"RSL Hall Rosalie","50 Elizabeth Street, Paddington","Brisbane City Council"
601923,Entered,"Rudd Residence","248 Agnes Street, Rockhampton","Rockhampton Regional Council"
600939,Entered,"Sacred Heart Cathedral","266 Stanley Street, Townsville","Townsville City Council"
602569,Entered,"Sadliers Crossing Railway Bridge","over Bremer River between Tallon Street, Sadliers Crossing and Dixon Street, Wulkuraka","Ipswich City Council"
600315,Entered,"Saint Helena Island","St Helena Island, St Helena Island","Brisbane City Council"
601635,Entered,"Saints Theodores Greek Orthodox Church","799 Flinders Street, Townsville","Townsville City Council"
600370,Entered,"Saltwater Creek Railway Bridge","Quay Street Woongarra Line, Bundaberg","Bundaberg Regional Council"
600291,Entered,Saltwood,"154 Shorncliffe Parade, Shorncliffe","Brisbane City Council"
600903,Entered,"Samuel Allen & Sons (former)","247 Flinders Street, Townsville","Townsville City Council"
602424,Entered,"Sandgate Baptist Church (former)","6-8 Flinders Parade, Sandgate","Brisbane City Council"
600290,Entered,"Sandgate Post Office","1 Bowser Parade, Sandgate","Brisbane City Council"
601566,Entered,"Sandgate Town Hall","5 Brighton Road, Sandgate","Brisbane City Council"
602454,Entered,"Sandgate War Memorial Park","8 Seymour Street, Sandgate","Brisbane City Council"
602524,Entered,"Sandstone Railway Culvert and Remains",Wulkuraka,"Ipswich City Council"
602562,Entered,"Sandstone Railway Culvert","About 130m west of the corner of WM Hughes Street and Musgrave Street, North Ipswich","Ipswich City Council"
601712,Entered,"Sandy Cape Lightstation","North end of island, Fraser Island","Fraser Coast Regional Council"
601547,Entered,"Santa Barbara","209 Moray Street, New Farm","Brisbane City Council"
650229,Entered,"Sarina Air Raid Shelter (former)","Broad Street, Sarina","Mackay Regional Council"
601291,Entered,"Sarina War Memorial","Broad Street, Sarina","Mackay Regional Council"
601889,Entered,"Schmidt Farmhouse & Outbuildings (former)","3 Worongary Road, Worongary","Gold Coast City Council"
601029,Entered,"School House","Paxton Street, North Ward","Townsville City Council"
600749,Entered,"School of Arts Hall & Library","31 Morgan Street, Mount Morgan","Rockhampton Regional Council"
600380,Entered,"School of Arts, Cairns (former)","93-105 Lake Street, Cairns City","Cairns Regional Council"
600701,Entered,"School of Arts","427 Kent Street, Maryborough","Fraser Coast Regional Council"
600402,Entered,"School of Mines, Charters Towers","24 - 26 Hodgkinson Street, Charters Towers","Charters Towers Regional Council"
600784,Entered,"Schotia Place","201 Bolsover Street, Rockhampton","Rockhampton Regional Council"
601171,Entered,"Scott Street Flats","2 Scott Street, Kangaroo Point","Brisbane City Council"
601007,Entered,"Second World War Hangar No. 7","116 Lamington Avenue, Eagle Farm","Brisbane City Council"
602556,Entered,"Second World War RAAF Buildings, Maryborough Airport","Saltwater Creek Road, Maryborough","Fraser Coast Regional Council"
602759,Entered,"See Poy House","134 Edith Street, Innisfail","Cassowary Coast Regional Council"
602654,Entered,"Selector's Hut (former)","20 Upper Camp Mountain Road, Camp Mountain","Moreton Bay Regional Council"
601247,Entered,Selhurst,"24 Cleveland Terrace, Melton Hill, Townsville","Townsville City Council"
601080,Entered,"Selwyn House","Cowleys Road, Mackay","Mackay Regional Council"
601927,Entered,"Serpentine Creek Road Cemetery","398-408 Serpentine Creek Road, Redland Bay","Redland City Council"
600174,Entered,"Service Reservoirs","230 Wickham Terrace, Spring Hill","Brisbane City Council"
600241,Entered,"Shafston House","23 Castlebar Street, Kangaroo Point","Brisbane City Council"
601492,Entered,Shandon,"166 Alma Street, Rockhampton","Rockhampton Regional Council"
600019,Entered,"Shearers' Strike Camp Site, Barcaldine","Bank of Lagoon Creek, Barcaldine","Barcaldine Regional Council"
602813,Entered,"Shepherd Memorial Church of St Peter","cnr Drake Street and Wondai Road, Proston","South Burnett Regional Council"
602456,Entered,"Sherwood Arboretum (including the John Herbert Memorial Vista)","38A Turner Street, Sherwood","Brisbane City Council"
