id,document,tag,content
321,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"In 1853 a Brisbane judge commented on the conditions in Sydney’s Cockatoo Island prison: ‘It was a painful consideration that the punishment at Cockatoo was felt ten times more severely by the blacks than by the whites, and most of them die. Recently, one who had sentence of death commuted, and was sent there, suffered most acutely, and died in seven weeks. But there appeared no alternative, for if they were sent to the gaol here, or to the Newcastle breakwater, they would very probably escape.’ (Moreton Bay Free Press, 29 November 1853)"
322,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"1846 when the New South Wales government decided to convert a former convict building on Queen Street into a prison. However, only £820 was allocated to construct the prison, as compared to the £13,000 that had been spent on Sydney’s Darlinghurst Gaol in 1841. In the same week that the new Brisbane prison opened, it was described in the Moreton Bay Courier on 5 January 1850 as being ‘not sufficiently secure’ due to careless workmanship. The decaying porphyry-block structure was repeatedly criticised throughout the 1850s as being too small, rickety, and out-of-date with new penological trends. Plans for a new gaol were delayed by the ongoing uncertainty over Separation, with the New South Wales government unwilling to spend freely in what might soon be a separate colony."
323,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"first public building to open in Brisbane following Separation was the prison on Petrie Terrace, built at a cost of £26,000"
324,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"A group of prominent Toowoomba citizens, for example, petitioned against the presence of a predominately female prison in 1870"
325,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"there was only one prison in the colony at the time of Separation in 1859, ten years later there were four. By the 1890s there were prisons as far north as Thursday Island and Normanton."
326,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"The prison network was supported by police gaols, which were small, police-managed facilities, larger than the usual lockups attached to police stations, and holding short-term prisoners serving two weeks or less. Police gaols could be upgraded to official prisons (or prisons downgraded to police gaols) according to local requirements and population fluctuations."
327,2010_Stone walls do a prison make.pdf.txt,other prisons associated with,"State farms, or ‘honour prisons’, are low-security facilities used to house low-risk inmates. The first of these opened at Palen Creek, south of Brisbane near the NSW border, in 1934 and was the first prison in the Commonwealth to have no security measures, relying entirely on the honour of the prisoners not to escape."
441,Boggo Road Gaol Historical Society_St Helena Islan,other prisons associated with,"Following the decision in 1921 to use both divisions of Boggo Road for male prisoners, St Helena became a prison farm after long-term inmates prisoners were transferred to the metropolitan prison. St Helena eventually closed in December 1932."
464,Brismania_2019_Day 148.pdf.txt,other prisons associated with,"closed in 1932 when, during the great Depression, it simply became unviable to keep it open. Production had dropped away during World War I when prisoners had to return to the mainland to cover for young men shipped off to the European battlefields. In addition, Boggo Road, which had been used as HM Prison for Women, had also been taking male prisoners since 1903."
503,"Department of Environment and Science_2005_Nature,",other prisons associated with,"From the 1920s, St Helena became a prison farm. Long-term prisoners were transferred to Boggo Road Gaol while the remaining prisoners dismantled the prison buildings. The prison was finally closed in December 1932."
515,"Greenhill_2022_St Helena, formerly “the hell hole",other prisons associated with,"1866 the island was chosen as a perfect site for a Queensland quarantine station. Prisoners from the hulk Proserpine, moored at the mouth of the Brisbane River, were rowed daily to work at the site, and two buildings were completed. Due to the massive overcrowding of the Brisbane Goal in Petrie Terrace at that time, new buildings on St Helena were modified for use as a goal."
522,"Greenhill_2022_St Helena, formerly “the hell hole",other prisons associated with,"The hardened prisoners were moved to Boggo Road Gaol, built in 1889. By 1920 St Helena was a prison farm. The few remaining prisoners slowly dismantled the ageing buildings. Suitable building materials were taken over to the mainland for recycling. Only a few of the original buildings remain. The cattle were auctioned off on the 22nd of May 1931. The last prisoner left the island on the 15th of June 1933."
567,ITEMS OF NEWS.pdf.txt,other prisons associated with,electric light is being in— stalled in Brisbane Gaol. Similar steps will probably be taken at St. Helena.
592,Keys_2020_Sharing the waterways.pdf.txt,other prisons associated with,"the <U+FB01>rst penal settlement in Moreton Bay was located at Red Cliffe Point. Red Cliffe Point was abandoned in less than a year, and the penal settlement relocated to Brisbane Town, a new site on the banks of Brisbane River"
595,Keys_2020_Sharing the waterways.pdf.txt,other prisons associated with,"After Queensland separated from New South Wales in December 1859, the <U+FB01>rst public building in the new state was Petrie Terrace gaol, which was constructed in 1860."
629,Molloy_2007_St Helena Island the 'hell-hole of Pac,other prisons associated with,"When the Petrie Terrace gaol became more and more crowded in the early 1860s, about 30 prisoners were transferred to an old hulk anchored near the mouth of the river."
658,Queensland Government_2015_Saint Helena Island.pdf,other prisons associated with,In 1933 the farm was closed down and the remaining prisoners were transferred to Boggo Road Gaol.
674,Queensland State Archives_2016_The Not-So-Great-Es,other prisons associated with,"Deputy Superintendent takes action, transferring Phillips, Runkel and four other suspected accomplices to Brisbane Prison ‘on suspicion of being implicated in the making of a boat to escape.’"
693,Queensland.pdf.txt,other prisons associated with,"We are promised a good riddance of bad rub— bish. The Government have made up their mind to get rid of that eyesore to Brisbane — the gaol, and to remove the prisoners to St. Helena, there to cultivate sugar."
703,St Helena Island National Park Historic Area.pdf.t,other prisons associated with,"Difficulties in managing an island prison, deterioration of structures and changing attitudes to penology led to the downgrading of The penal establishment to a prison farm in 1921 and to eventual closure in 1933 when the remaining prisoners were relocated to Boggo Road Gaol in South Brisbane."
